url,rating,title,pros,cons,advice,reviewer,datetime,language,id,culture_and_values_rating,diversity_and_inclusion_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating,location,is_current_job,rating_ceo,rating_business_outlook,rating_recommend_to_friend
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82156083.htm,5,Great company to work for!,"People, work/life balance, benefits, flexibility, travel.","Career progression, very hard to get promoted,",,Senior Manager,2023-11-28T13:35:01.850,en,82156083,5,5,5,4,4,2,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82002525.htm,4,Good work life balance and benefits,"- Interesting projects
- Great benefits and good work life balance","The strategy has been very unclear since a few years ago, but it's improving",,,2023-11-21T18:34:13.460,en,82002525,5,5,5,3,4,4,,True,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81965139.htm,4,Great place to work - not very innovative,"Fun company culture, great office environment","Lack of company strategy and innovation, too focused on minor improvements",,Product Manager,2023-11-20T13:04:43.703,en,81965139,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81825359.htm,4,Trip advisor,Nice environment and culture plus sport and health benefits,Sales role similar to customer service,,Inbound Sales Representative,2023-11-14T22:14:05.130,en,81825359,4,4,4,3,3,3,,False,APPROVE,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81823249.htm,4,Great place to work,Benefits Possibilty to work from home/remote Formation Flexibility,Changes difficult to adapt Rotation,,Customer Success,2023-11-14T20:00:53.570,en,81823249,5,5,5,5,3,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81822988.htm,5,Amazing Place to Work!,It was such a pleasure to work at Triapdvisor. Expectations are realistic. People are invested and engaged and the perks are fantastic. Manager was awesome. Highly recommended.,None really come to mind.,N/A,,2023-11-14T19:45:51.327,en,81822988,5,5,5,5,5,5,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81779351.htm,5,Great place to work,nice people who really care about what they do,honestly not much to say here,,Internship,2023-11-13T12:50:30.980,en,81779351,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81613876.htm,4,Great stop in your career,The people are hard working and innovative,Hierarchical and doesn't invest in their people which blocks innovation,,,2023-11-07T07:52:59.993,en,81613876,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81577425.htm,3,Too many Negatives,Interesting professional issues Work/life balance,Stagnant and unmotivated leaders Reluctants to change,,Finance Manager,2023-11-06T07:24:39.187,en,81577425,1,5,4,2,4,4,,False,DISAPPROVE,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81511774.htm,4,Working at TA,International and diverse environment Opportunities to grow,I did not have any bad experience while working at TA,,Account Manager,2023-11-03T05:37:07.340,en,81511774,5,5,5,4,4,4,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81503901.htm,5,Great place to work,Flexible working from home Work anywhere,Long hours and outdated processes,,Digital Marketing Manager,2023-11-02T21:57:30.100,en,81503901,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81503901.htm,5,Great place to work,Flexible working from home Work anywhere,Long hours and outdated processes,,Digital Marketing Manager,2023-11-02T21:57:30.100,en,81503901,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81488240.htm,2,A place to gain experience and leave!,- Good benefits. - Good name to have on the CV. - Competitive salary,"- Poor culture - No real career development opportunities - Confusing strategy, they don't seem to know what they are doing, most of the time they are running tests with different projects with little thought about the money they are wasting, while not investing in the right places.",,Customer Success Manager (CSM),2023-11-02T10:28:48.553,en,81488240,2,2,3,2,4,2,,False,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81451829.htm,4,Overall good experience,Great atmosphere Openess Networking opportunities,"Too many changes too fast, they can’t keep up. Mid-Management lack management skills Business Competition",,Business Development Executive,2023-11-01T08:48:08.607,en,81451829,5,5,5,3,5,3,,False,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81451435.htm,5,Great Culture,"The culture is great. Very collaborative environment, respectful and the HR team is supportive. Work life balance and flexibility are super helpful for working parents. There is a lot of flexibility towards remote work and there are options for temporary relocations. My experience was very positive.",Lack of transparency about compensation. Annual review process could be improved.,,HR Business Partner,2023-11-01T08:34:38.127,en,81451435,5,5,5,3,5,4,,False,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81420153.htm,4,Business Development,The team is amazing and are always willing to help,I personally did not have a negative experience,,Business Development,2023-10-31T07:47:08.600,en,81420153,5,5,5,5,5,5,,True,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81403970.htm,5,Friendly and flexible work environment,The work environment is pretty friendly and flexible.,Long process to deliver a something new,,Software Engineer,2023-10-30T18:20:38.860,en,81403970,5,5,4,4,4,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81159221.htm,4,Ok,Hybrid Staff friendly Tuesday treat Work life balance,Micromanage Too many software to measure efficiency,,,2023-10-22T06:15:12.453,en,81159221,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81017196.htm,5,Great Company Culture,amazing people and an incredible office,Unstable work environment due to layoffs,,Customer Success Executive,2023-10-17T09:34:13.240,en,81017196,5,5,5,3,4,4,,False,DISAPPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81010632.htm,5,Great people to work with,Amazing atmosphere and nice work ambient,Very disorganized on the level of implementation and not very transparent for the future of the company,,Business Development Manager,2023-10-17T06:39:05.030,en,81010632,5,5,5,4,5,2,,True,DISAPPROVE,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81007110.htm,4,Company is okay,Pretty good salary and benefit,The work load is kindda enormous,,Advisor,2023-10-17T04:33:04.513,en,81007110,4,4,5,4,4,4,,True,,,
